pdbId,AAA,AEE,DAL,DEI,DII,DN,EF,FI,FR,GM,HG,HP,II,LRE,LVL,MD,MF,MN,NE,NR,NV,NY,RM,YI,label
2PUZ:B,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
2PW0:A,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
2PW0:B,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
2PWU:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2PWV:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2Q2H:A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Q2H:B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Q2I:A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Q2I:B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Q5F:A,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2Q7E:A,0,1,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
2Q7G:A,0,1,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
2Q7V:A,0,0,0,1,0,1,0,3,0,3,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
2Q7V:B,0,0,0,1,0,1,0,3,0,3,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
2QGU:A,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2QIF:A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QIF:B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QII:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2QKF:A,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0
2QKF:B,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0
2QKF:C,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0
2QKF:D,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0
2QNI:A,1,0,0,0,0,0,2,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2QNT:A,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2QSI:A,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QSI:B,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QV5:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2QV5:B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2QX0:A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2QX0:B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2R7D:A,0,1,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2R7D:B,0,1,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2R7D:C,0,1,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2R7H:A,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2R7H:B,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2R8W:A,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2R8W:B,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2RB7:A,0,1,0,0,0,0,0,1,1,2,2,0,1,0,0,2,1,1,1,0,0,0,1,0,0
2RB7:B,0,1,0,0,0,0,0,1,1,2,2,0,1,0,0,2,1,1,1,0,0,0,1,0,0
2RBC:A,1,0,0,0,0,1,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2RC3:A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2RC3:B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2RC3:C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2RC3:D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2RHF:A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2UYO:A,2,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2UYQ:A,2,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2V0I:A,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,3,1,4,1,1,0,0
2V4C:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
2VD4:A,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,3,1,4,1,1,0,0
2VEB:A,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,1,0
2VOV:A,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2VOW:A,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2VOX:A,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2VPA:A,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2WB3:A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2WH7:A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2WX9:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
2WYH:A,1,0,0,0,0,3,1,0,1,0,0,2,4,0,0,1,0,1,4,0,1,2,1,2,0
2WYH:B,1,0,0,0,0,3,1,0,1,0,0,2,4,0,0,1,0,1,4,0,1,2,1,2,0
2WYK:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
2WYP:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
2X55:A,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2,0,3,2,0,1,0
2X5P:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2XA5:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
2XET:A,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2XET:B,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2XGR:A,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,3,1,3,0,0,0
2XI9:A,0,0,0,0,1,1,2,1,0,0,2,1,2,0,0,0,0,1,0,0,1,1,1,0,0
2XI9:B,0,0,0,0,1,1,2,1,0,0,2,1,2,0,0,0,0,1,0,0,1,1,1,0,0
2XMO:A,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0
2XMO:B,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0
2XO6:A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2XO6:B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XO6:C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XO6:D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2XO6:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XO6:F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XQC:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2XQC:B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XQC:C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XQC:D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2XQC:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XQC:F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2XRY:A,0,0,0,1,0,2,5,1,1,1,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0
2XTL:A,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,3,2,0,0,0
2XTL:B,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,3,2,0,0,0
2XWK:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
2XWO:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
2XXK:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
2Y2F:A,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,2,0,1,1,1,0
2Y3C:A,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
2Y5P:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Y5P:B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Y5P:C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Y5P:D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YDU:A,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,2,0,1,1,1,0
2YF9:A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YFD:A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YFD:B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YFD:C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YFD:D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z1V:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2Z1W:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2Z1X:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2Z7K:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2ZC1:A,3,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2ZCE:A,0,1,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
2ZIN:A,0,1,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
2ZZR:A,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,1,0,0,1,3,2,1,0,1,0
3A3D:A,2,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,0,3,1,3,1,0,1,0
3A3D:B,2,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,0,3,1,3,1,0,1,0
3B1V:A,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
3B49:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3B4U:A,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3B4U:B,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3B50:A,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,0,0
3B7C:A,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0
3B9W:A,0,0,0,0,0,1,2,3,0,0,1,0,0,0,2,0,0,0,2,1,0,1,0,1,0
3B9Y:A,0,0,0,0,0,1,2,3,0,0,1,0,0,0,2,0,0,0,2,1,0,1,0,1,0
3B9Z:A,0,0,0,0,0,1,2,3,0,0,1,0,0,0,2,0,0,0,2,1,0,1,0,1,0
3BGE:A,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
3BGE:B,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
3BJK:A,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3BJK:B,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3BJK:C,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3BJK:D,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3BJK:E,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3BJK:F,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3BLD:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3BLL:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3BLO:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3BR8:A,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3BSW:A,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
3BSY:A,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
3BSY:B,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
3BSY:C,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
3BT5:A,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3C1Q:A,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3C1Q:B,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3C2Y:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3C4U:A,0,0,0,0,0,2,1,2,0,1,3,0,0,0,1,0,0,0,3,0,2,0,1,0,0
3C4U:B,0,0,0,0,0,2,1,2,0,1,3,0,0,0,1,0,0,0,3,0,2,0,1,0,0
3C9H:A,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3C9H:B,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3CB0:A,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
3CB0:B,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
3CB0:C,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
3CB0:D,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
3CET:A,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0
3CET:B,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0
3CFX:A,0,0,0,1,0,2,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3CFX:B,0,0,0,1,0,2,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3CGX:A,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3CKM:A,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2,1,0,2,0,0,0,0
3CNH:A,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0
3CNH:B,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0
3CQ5:A,2,0,0,0,0,1,2,2,1,0,0,1,2,1,0,1,0,0,2,1,2,0,0,1,0
3CQ5:B,2,0,0,0,0,1,2,2,1,0,0,1,2,1,0,1,0,0,2,1,2,0,0,1,0
3CQ5:C,2,0,0,0,0,1,2,2,1,0,0,1,2,1,0,1,0,0,2,1,2,0,0,1,0
3CT2:A,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
3CT2:B,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
3CXN:A,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0
3CXN:B,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0
3CXN:C,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0
3CYP:B,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,1,0
3CYP:C,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,1,0
3CYP:D,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,1,0
3CYP:E,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,1,0
3D0F:A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D0F:B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D3R:A,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
3D3R:B,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
3DLC:A,0,0,0,2,0,1,1,0,1,1,0,0,4,0,0,1,0,1,1,2,2,1,0,1,0
3DM8:A,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0
3DS8:A,0,0,0,0,0,2,0,1,0,1,1,0,2,0,0,3,0,1,2,0,0,0,0,1,0
3DZ1:A,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3E0E:A,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3E7D:A,2,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0
3E7D:B,2,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0
3E7D:C,2,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0
3E7D:D,2,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0
3E8O:A,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3E8O:B,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3EIF:A,1,0,0,0,0,4,0,1,1,1,2,1,1,0,0,1,0,0,1,3,3,2,0,3,0
3EMI:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3EOS:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3EPR:A,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,3,1,1,2,1,0,0,0
3ES4:A,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3ES4:B,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3ET4:A,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
3FBG:A,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,6,1,0,0,0,0,0
3FBG:B,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,6,1,0,0,0,0,0
3FD3:A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3FEU:A,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3FJ2:A,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0
3FJ4:A,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
3FJ4:B,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
3FN5:A,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
3FN5:B,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
3FN6:A,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
3FNC:A,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0
3FNC:B,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0
3FOJ:A,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,1,0,1,1,0,1,1,0,1,0
3FOV:A,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3FQ3:A,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:B,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:C,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:D,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:E,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:F,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:G,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:H,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:I,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:J,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:K,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FQ3:L,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,1,0,0,0
3FS2:A,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
3FS2:B,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
3FVB:A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3FVB:B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3FXA:A,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3FXA:B,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3FXA:C,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3FXA:D,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3G40:A,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,1,0,0,0,2,1,0,1,0,0
3G5W:A,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,0,1,0,2,0,0,1,0
3G5W:B,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,0,1,0,2,0,0,1,0
3G5W:C,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,0,1,0,2,0,0,1,0
3G5W:D,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,0,1,0,2,0,0,1,0
3G5W:E,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,0,1,0,2,0,0,1,0
3G5W:F,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,0,1,0,2,0,0,1,0
3GC4:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3GC5:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3GE4:A,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:B,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:C,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:D,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:E,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:F,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:G,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:H,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:I,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
